job_title_normalized,category_clean,experience_bucket,state_region,avg_salary_myr
General - Agriculture & Conservation,"Farming, Animals And Conservation",1-3,Johor,6250.0
Graphic / Visual Designer,Design And Architecture,1-3,Perak,2100.0
Legal Operations & Support,Legal,1-3,Selangor,5000.0
Architect,Design And Architecture,1-3,Penang,5625.0
Brand & Communications,Marketing And Communications,1-3,Sarawak,2500.0
Audit / Internal Audit,Accounting,Intern/<1,Penang,3650.0
Learning & Development Specialist,Human Resources And Recruitment,4-5,Kuala Lumpur,6000.0
General - Marketing & Comms,Marketing And Communications,Intern/<1,Selangor,3275.0
Supply Chain & Planning,"Manufacturing, Transport And Logistics",1-3,Negeri Sembilan,8500.0
Management / Leadership / Executive,Science And Technology,1-3,Negeri Sembilan,4000.0
General - Engineering,Engineering,1-3,Sarawak,1800.0
Management / Project Management - Construction,Construction,4-5,Kuala Lumpur,6500.0
HR Executive,Human Resources And Recruitment,6-10,Kuala Lumpur,11000.0
Management / Project Management - Construction,Construction,6-10,Johor,6000.0
Manufacturing Management,"Manufacturing, Transport And Logistics",6-10,Johor,11000.0
Internship - Education,Education And Training,1-3,Selangor,850.0
Admin / Support,Engineering,Intern/<1,Negeri Sembilan,3000.0
Office Coordinator / Executive Assistant,Administration And Office Support,6-10,Kuala Lumpur,8500.0
General - Community Services,Community Services And Development,10+,Selangor,3450.0
Teacher / Educator,Education And Training,Intern/<1,Selangor,3875.0
Marketing Operations & Support,Marketing And Communications,4-5,Johor,7000.0
Content / Copywriting,"Advertising, Arts And Media",1-3,Sabah,1900.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",6-10,Melaka,5000.0
Admin / Office Support,Hospitality And Tourism,1-3,Sabah,1850.0
Receptionist / Front Desk,Administration And Office Support,Intern/<1,Kuala Lumpur,2750.0
Logistics & Shipping,"Manufacturing, Transport And Logistics",1-3,Kelantan,1850.0
Operations Executive,Hospitality And Tourism,1-3,Kedah,1700.0
Quality Assurance & Quality Control,"Manufacturing, Transport And Logistics",1-3,Melaka,1975.0
Admin / Support,Education And Training,Intern/<1,Selangor,3000.0
Account / Relationship / Client Management,Sales,Intern/<1,Kuala Lumpur,5000.0
Physician / Doctor,Healthcare And Medical,1-3,Negeri Sembilan,8250.0
General - Trades & Services,Trades And Services,1-3,Selangor,9250.0
Teacher / Educator,Education And Training,1-3,Penang,3650.0
HR Admin / Support,Human Resources And Recruitment,1-3,Selangor,7000.0
General - Customer Service,Call Centre And Customer Service,1-3,Kuala Lumpur,9250.0
General - Design & Architecture,Design And Architecture,1-3,Johor,3650.0
HR Executive,Human Resources And Recruitment,10+,Kuala Lumpur,1000.0
General - Retail,Retail And Consumer Products,1-3,Perak,2750.0
Management / Project Management - Construction,Construction,4-5,Selangor,6650.0
Executive - Ceo And General Management,Ceo And General Management,6-10,Perak,10000.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Penang,2675.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Perak,4250.0
Automotive / Vehicle Services,Trades And Services,1-3,Perak,4375.0
Operations / Service Coordinator,Administration And Office Support,1-3,Penang,4250.0
General - Sales,Sales,1-3,Kelantan,1850.0
Operations / Back Office,Banking And Financial Services,1-3,Kuala Lumpur,5000.0
Graphic / Visual Designer,Design And Architecture,Intern/<1,Perak,1900.0
Retail Management & Leadership,Retail And Consumer Products,10+,Johor,6000.0
Education Counsellor / Advisor,Education And Training,1-3,Kuala Lumpur,3500.0
General - Design & Architecture,Design And Architecture,4-5,Selangor,12500.0
General - Healthcare,Healthcare And Medical,10+,Selangor,2000.0
General - IT,Information And Communication Technology,Intern/<1,Kuala Lumpur,3650.0
Admin / Support,Education And Training,1-3,Selangor,2850.0
Consultant,Consulting And Strategy,4-5,Kuala Lumpur,5000.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",6-10,Selangor,2250.0
General - Sales,Sales,Intern/<1,Johor,5625.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",4-5,Perak,4350.0
Marketing Operations & Support,Marketing And Communications,1-3,Melaka,2500.0
Engineer,Engineering,6-10,Johor,3000.0
Marketing Management & Leadership,Marketing And Communications,1-3,Selangor,41900.00000000001
General - Marketing & Comms,Marketing And Communications,1-3,Kuala Lumpur,7000.0
Technical Lead / Team Lead,Information And Communication Technology,4-5,Kuala Lumpur,10000.0
Marketing Operations & Support,Marketing And Communications,1-3,Penang,4600.0
Content / Copywriting,"Advertising, Arts And Media",Intern/<1,Kuala Lumpur,5000.0
Management / Leadership,Sales,1-3,Kuala Lumpur,6400.0
Teacher / Educator,Education And Training,Intern/<1,Selangor,2700.0
General - Banking & Finance,Banking And Financial Services,Intern/<1,Kuala Lumpur,8450.0
Procurement & Purchasing,"Manufacturing, Transport And Logistics",4-5,Johor,5000.0
Pharmacist / Product Specialist,Healthcare And Medical,1-3,Sarawak,2200.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Perak,2900.0
General - Accounting,Accounting,1-3,Selangor,5150.0
HR Admin / Support,Human Resources And Recruitment,4-5,Kuala Lumpur,37710.0
Supervisor / Team Leader,Hospitality And Tourism,1-3,Kuala Lumpur,5000.0
Software Developer,Information And Communication Technology,1-3,Kuala Lumpur,4650.0
Marketing Operations & Support,Marketing And Communications,1-3,Sabah,3900.0
General - Retail,Retail And Consumer Products,1-3,Johor,3800.0
General - Sales,Sales,4-5,Kuala Lumpur,6750.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Kedah,7125.0
Operations & Support,Retail And Consumer Products,1-3,Selangor,2500.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Kedah,3350.0
Engineer,Engineering,6-10,Negeri Sembilan,6000.0
Analyst / Data / Reporting,Banking And Financial Services,1-3,Kuala Lumpur,4250.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Melaka,2250.0
Marketing Operations & Support,Marketing And Communications,Intern/<1,Sabah,2700.0
Technicians / Skilled Trades,Trades And Services,1-3,Sarawak,2000.0
General - Healthcare,Healthcare And Medical,1-3,Penang,4250.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Kuala Lumpur,2550.0
Retail Sales & Customer Service,Retail And Consumer Products,Intern/<1,Selangor,3250.0
Automotive / Vehicle Services,Trades And Services,1-3,Kedah,3750.0
Customer Experience / Specialist,Call Centre And Customer Service,1-3,Kuala Lumpur,4550.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",4-5,Johor,6666.5
HR Admin / Support,Human Resources And Recruitment,1-3,Selangor,2600.0
Customer Service / Customer Support,Administration And Office Support,1-3,Selangor,3150.0
Admin / Support,Accounting,1-3,Kuala Lumpur,6903.0
Electrical / Mechanical Technician,Engineering,4-5,Selangor,4750.0
Machine & Tooling,"Manufacturing, Transport And Logistics",4-5,Labuan,1900.0
General - Marketing & Comms,Marketing And Communications,Intern/<1,Selangor,2650.0
Production & Operations,"Manufacturing, Transport And Logistics",6-10,Negeri Sembilan,1700.0
HR / Recruitment Executive,Human Resources And Recruitment,Intern/<1,Johor,3500.0
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",1-3,Sarawak,2600.0
Legal Operations & Support,Legal,1-3,Kedah,2750.0
Software Developer,Information And Communication Technology,4-5,Selangor,8750.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Sabah,2400.0
General - Accounting,Accounting,Intern/<1,Kuala Lumpur,1700.0
Chef / Kitchen Professional,Hospitality And Tourism,1-3,Johor,3400.0
General - Sales,Sales,1-3,Kuala Lumpur,4800.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Selangor,10000.0
General - Trades & Services,Trades And Services,1-3,Sarawak,1750.0
Supply Chain & Planning,"Manufacturing, Transport And Logistics",1-3,Kuala Lumpur,8000.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Melaka,2100.0
General - Retail,Retail And Consumer Products,1-3,Pahang,2100.0
General - Sales,Sales,4-5,Negeri Sembilan,7100.0
Property & Asset Management,Real Estate And Property,6-10,Melaka,6750.0
Engineer,Engineering,1-3,Kedah,8500.0
General - Healthcare,Healthcare And Medical,1-3,Johor,2750.0
Admin / Support,Accounting,4-5,Kuala Lumpur,7550.0
Operations / Service Coordinator,Administration And Office Support,1-3,Selangor,4250.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",Intern/<1,Penang,3700.0
General - Engineering,Engineering,1-3,Kuala Lumpur,6750.0
Administration & Assistance,Retail And Consumer Products,Intern/<1,Sarawak,1900.0
Marketing Operations & Support,Marketing And Communications,1-3,Kuala Lumpur,6900.0
General - Trades & Services,Trades And Services,1-3,Selangor,2925.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",4-5,Kuala Lumpur,4250.0
Engineer,Engineering,6-10,Sabah,4000.0
HR Executive,Human Resources And Recruitment,4-5,Kuala Lumpur,7625.0
General - Engineering,Engineering,4-5,Kedah,4500.0
Internship - Administration,Administration And Office Support,1-3,Selangor,750.0
Admin / Support,Education And Training,1-3,Sabah,3400.0
Research & Development / Lab Science,Science And Technology,Intern/<1,Pahang,3150.0
Management / Project Management - Construction,Construction,1-3,Negeri Sembilan,4500.0
General - IT,Information And Communication Technology,6-10,Kuala Lumpur,18750.0
Receptionist / Front Desk,Administration And Office Support,1-3,Johor,2375.0
Logistics & Shipping,"Manufacturing, Transport And Logistics",1-3,Kedah,2500.0
General - Advertising / Media,"Advertising, Arts And Media",Intern/<1,Terengganu,2100.0
General - Banking & Finance,Banking And Financial Services,10+,Labuan,2920.0
Digital Marketing,Marketing And Communications,Intern/<1,Selangor,3000.0
Internship - Retail,Retail And Consumer Products,Intern/<1,Sarawak,2700.0
Marketing Operations & Support,Marketing And Communications,6-10,Kuala Lumpur,10000.0
Administration & Support,Real Estate And Property,1-3,Negeri Sembilan,8333.333333333334
General - Sales,Sales,1-3,Johor,5200.0
Admin / Support,Accounting,1-3,Melaka,2500.0
General - IT,Information And Communication Technology,4-5,Perak,5000.0
Administrative / Assistance,Science And Technology,Intern/<1,Kuala Lumpur,2150.0
General - IT,Information And Communication Technology,Intern/<1,Kuala Lumpur,8000.0
Academic / Education Manager,Education And Training,1-3,Kuala Lumpur,7000.0
Internship - Retail,Retail And Consumer Products,1-3,Negeri Sembilan,4250.0
Interior Designer,Design And Architecture,6-10,Selangor,5000.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",6-10,Penang,5000.0
Direct Sales / Advisors / Consultants,Sales,1-3,Selangor,3100.0
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",1-3,Johor,3810.0
Technicians / Skilled Trades,Trades And Services,1-3,Pahang,3250.0
Management / Project Management - Construction,Construction,1-3,Melaka,3150.0
Administration & Assistance,Retail And Consumer Products,Intern/<1,Penang,4500.0
Hospitality Manager,Hospitality And Tourism,4-5,Kedah,6500.0
General - Accounting,Accounting,1-3,Sarawak,4600.0
IT Business / System Analyst,Information And Communication Technology,4-5,Selangor,35615.0
General - Sales,Sales,Intern/<1,Negeri Sembilan,2500.0
Receptionist / Front Desk,Administration And Office Support,1-3,Kuala Lumpur,2650.0
Logistics & Shipping,"Manufacturing, Transport And Logistics",4-5,Selangor,2500.0
Admin / Support,Accounting,4-5,Sabah,6000.0
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",1-3,Kedah,1700.0
General Worker,"Farming, Animals And Conservation",1-3,Melaka,2250.0
Management / Project Management - Construction,Construction,4-5,Selangor,4500.0
Research & Development / Lab Science,Science And Technology,4-5,Johor,8000.0
Hospitality Manager,Hospitality And Tourism,4-5,Kuala Lumpur,968.0
Fitness & Physical Therapy,Sport And Recreation,1-3,Kuala Lumpur,5000.0
Administration & Assistance,Retail And Consumer Products,1-3,Sarawak,1900.0
General - Agriculture & Conservation,"Farming, Animals And Conservation",1-3,Sarawak,1900.0
Billing / Invoicing,Accounting,1-3,Selangor,3166.5
Marketing Operations & Support,Marketing And Communications,4-5,Selangor,3250.0
General - Accounting,Accounting,1-3,Kuala Lumpur,18855.0
Internship - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",1-3,Penang,1250.0
Engineering & Technical,"Manufacturing, Transport And Logistics",1-3,Penang,5500.0
General - Banking & Finance,Banking And Financial Services,1-3,Perlis,3333.5
General - Accounting,Accounting,1-3,Kuala Lumpur,41900.00000000001
Admin / Support,Engineering,10+,Sarawak,5000.0
General - Customer Service,Call Centre And Customer Service,Intern/<1,Kuala Lumpur,4583.5
Process & Production,"Mining, Resources And Energy",Intern/<1,Johor,4150.0
Business Development / Corporate Sales,Sales,1-3,Kuala Lumpur,4850.0
Direct Sales / Advisors / Consultants,Sales,4-5,Kuala Lumpur,10166.5
Logistics & Shipping,"Manufacturing, Transport And Logistics",1-3,Sabah,1875.0
Accountant / Full Set Accounting,Accounting,4-5,Selangor,9000.0
360 Recruitment Consultant,Human Resources And Recruitment,10+,Kuala Lumpur,5000.0
HR Executive,Human Resources And Recruitment,1-3,Selangor,2850.0
General - Administration,Administration And Office Support,Intern/<1,Penang,2350.0
General - Accounting,Accounting,1-3,Johor,11750.0
General - Sales,Sales,1-3,Penang,1750.0
General - Sales,Sales,Intern/<1,Kuala Lumpur,2750.0
General - IT,Information And Communication Technology,1-3,Kuala Lumpur,10875.0
Admin / Support,Accounting,Intern/<1,Johor,3350.0
General - IT,Information And Communication Technology,1-3,Sarawak,2500.0
Billing / Invoicing,Accounting,Intern/<1,Selangor,2850.0
Management / Project Management - Construction,Construction,1-3,Kuala Lumpur,9250.0
Waiter / Waitress,Hospitality And Tourism,1-3,Johor,2500.0
Property Development & Planning,Real Estate And Property,1-3,Selangor,8000.0
Marketing Operations & Support,Marketing And Communications,1-3,Sarawak,2200.0
General - Design & Architecture,Design And Architecture,1-3,Kuala Lumpur,7250.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",Intern/<1,Kuala Lumpur,3150.0
Retail Sales & Customer Service,Retail And Consumer Products,1-3,Sabah,1850.0
Content & Copywriting,Marketing And Communications,1-3,Melaka,2100.0
Administrator / Office Executive,Administration And Office Support,4-5,Johor,3750.0
Graphic / Visual Designer,Design And Architecture,Intern/<1,Johor,3750.0
Customer Service Representative / Agent,Call Centre And Customer Service,Intern/<1,Kuala Lumpur,2100.0
Management / Project Management - Construction,Construction,1-3,Negeri Sembilan,6500.0
Marketing Operations & Support,Marketing And Communications,6-10,Kuala Lumpur,14500.0
General - Design & Architecture,Design And Architecture,6-10,Kuala Lumpur,8000.0
General - Accounting,Accounting,1-3,Sarawak,2900.0
General - Banking & Finance,Banking And Financial Services,4-5,Kuala Lumpur,9750.0
Management / Project Management - Construction,Construction,1-3,Johor,2250.0
Architect,Design And Architecture,Intern/<1,Selangor,3750.0
Service Crew (f&b),Hospitality And Tourism,Intern/<1,Kuala Lumpur,3000.0
Engineer,Engineering,1-3,Melaka,5000.0
Engineering & Technical,"Manufacturing, Transport And Logistics",1-3,Melaka,5000.0
General - Banking & Finance,Banking And Financial Services,1-3,Negeri Sembilan,8250.0
Company Secretary,Accounting,1-3,Selangor,4350.0
Management / Leadership,Sales,1-3,Negeri Sembilan,5500.0
Graphic / Visual Designer,Design And Architecture,1-3,Kuala Lumpur,4250.0
Administrator / Office Executive,Administration And Office Support,Intern/<1,Johor,3750.0
General - Trades & Services,Trades And Services,Intern/<1,Selangor,2050.0
